wiki_header,class,key_1,key_2
アルトン・エリス,7,r_01_アルトン・エリス_平易化.xlsx,r_02_アルトン・エリス_平易化.xlsx
藤山一郎,7,s_01_藤山一郎_平易化.xlsx,s_02_藤山一郎.xlsx
笹生川ダム,5,r_01_笹生川ダム_平易化.xlsx,r_02_笹生川ダム_平易化.xlsx
アッシジのフランチェスコ,1,r_01_アッシジのフランチェスコ_平易化.xlsx,r_02_アッシジのフランチェスコ_平易化.xlsx
ナマズ目,4,r_01_ナマズ目_平易化.xlsx,r_02_ナマズ目_平易化.xlsx
牛山喜久子,2,r_01_牛山喜久子_平易化.xlsx,r_02_牛山喜久子_平易化.xlsx
日本水力,5,r_01_日本水力_平易化.xlsx,r_02_日本水力_平易化.xlsx
アジフライ,5,r_01_アジフライ_平易化.xlsx,r_02_アジフライ_平易化.xlsx
蒲生川 (鳥取県),2,r_01_蒲生川 (鳥取県)_平易化.xlsx,r_02_蒲生川 (鳥取県)_平易化.xlsx
快楽の園,7,r_01_快楽の園_平易化.xlsx,r_02_快楽の園_平易化.xlsx
フランツ・ヨーゼフ1世 (オーストリア皇帝),2,r_01_フランツ・ヨーゼフ1世 (オーストリア皇帝)_平易化.xlsx,r_02_フランツ・ヨーゼフ1世 (オーストリア皇帝)_平易化.xlsx
ゴローニン事件,2,r_01_ゴローニン事件_平易化.xlsx,r_02_ゴローニン事件_平易化.xlsx
エサルハドン,2,r_01_エサルハドン_平易化.xlsx,r_02_エサルハドン_平易化.xlsx
有村町,2,r_01_有村町_平易化.xlsx,r_02_有村町_平易化.xlsx
金属,4,r_01_金属_平易化.xlsx,r_02_金属_平易化.xlsx
第三次ポエニ戦争,2,s_01_第三次ポエニ戦争_平易化.xlsx,s_02_第三次ポエニ戦争.xlsx
Robot Operating System,5,r_01_Robot Operating System_平易化.xlsx,r_02_Robot Operating System_平易化.xlsx
クンタ・キンテ島と関連遺跡群,2,r_01_クンタ・キンテ島と関連遺跡群_平易化.xlsx,r_02_クンタ・キンテ島と関連遺跡群_平易化.xlsx
水戸市立図書館,0,r_01_水戸市立図書館_平易化.xlsx,r_02_水戸市立図書館_平易化.xlsx
カール1世 (オーストリア皇帝),2,r_01_カール1世 (オーストリア皇帝)_平易化.xlsx,r_02_カール1世 (オーストリア皇帝)_平易化.xlsx
姉帯小鳥谷根反の珪化木地帯,4,r_01_姉帯小鳥谷根反の珪化木地帯_平易化.xlsx,r_02_姉帯小鳥谷根反の珪化木地帯_平易化.xlsx
北条氏綱,2,r_01_北条氏綱_平易化.xlsx,r_02_北条氏綱_平易化.xlsx
エアバスA321,5,r_01_エアバスA321_平易化.xlsx,r_02_エアバスA321_平易化.xlsx
上淀川橋梁,5,r_01_上淀川橋梁_平易化.xlsx,r_02_上淀川橋梁_平易化.xlsx
エジプトの歴史,2,r_01_エジプトの歴史_平易化.xlsx,r_02_エジプトの歴史_平易化.xlsx
北部諸島 (イギリス),2,r_01_北部諸島 (イギリス)_平易化.xlsx,r_02_北部諸島 (イギリス)_平易化.xlsx
みんなの森 ぎふメディアコスモス,0,r_02_みんなの森_ぎふメディアコスモス_平易化.xlsx,r_02_みんなの森 ぎふメディアコスモス_平易化.xlsx
鄭麗君,2,r_01_鄭麗君_平易化.xlsx,r_02_鄭麗君_平易化.xlsx
岡崎市立中央図書館,0,r_01_岡崎市立中央図書館_平易化.xlsx,r_02_岡崎市立中央図書館_平易化.xlsx
富士山縦覧場,6,r_01_富士山縦覧場_平易化.xlsx,r_02_富士山縦覧場_平易化.xlsx
熊野川町九重,2,r_01_熊野川町九重_平易化.xlsx,r_02_熊野川町九重_平易化.xlsx
ボルドーワイン,5,r_01_ボルドーワイン_平易化.xlsx,r_02_ボルドーワイン_平易化.xlsx
伊古奈比咩命神社,1,r_01_伊古奈比咩命神社_平易化.xlsx,r_02_伊古奈比咩命神社_平易化.xlsx
メジロマックイーン,7,r_01_メジロマックイーン_平易化.xlsx,r_02_メジロマックイーン_平易化.xlsx
貨幣史,3,r_01_貨幣史_平易化.xlsx,r_02_貨幣史_平易化.xlsx
レゲエ,7,s_01_レゲエ_平易化.xlsx,s_02_レゲエ.xlsx
糸魚川のヒスイ,4,r_01_糸魚川のヒスイ_平易化.xlsx,r_02_糸魚川のヒスイ_平易化.xlsx
ばね,5,s_01_ばね_平易化.xlsx,s_02_ばね_平易化.xlsx
飯盛里安,2,r_01_飯盛里安_平易化.xlsx,r_02_飯盛里安_平易化.xlsx
CC・サバシア,7,r_01_CC・サバシア_平易化.xlsx,r_02_CC・サバシア_平易化.xlsx
古川沼,2,r_01_古川沼_平易化.xlsx,r_02_古川沼_平易化.xlsx
アマノリ,4,r_01_アマノリ_平易化.xlsx,r_02_アマノリ_平易化.xlsx
きさらぎ駅,3,r_01_きさらぎ駅_平易化.xlsx,r_02_きさらぎ駅_平易化.xlsx
イヌの起源,4,r_01_イヌの起源_平易化.xlsx,r_02_イヌの起源_平易化.xlsx
ばら積み貨物船,5,r_01_ばら積み貨物船_平易化.xlsx,r_02_ばら積み貨物船_平易化.xlsx
堀川用水,2,r_01_堀川用水_平易化.xlsx,r_02_堀川用水_平易化.xlsx
シャープゲンゴロウモドキ,4,r_01_シャープゲンゴロウモドキ_平易化.xlsx,r_02_シャープゲンゴロウモドキ_平易化.xlsx
舜天,2,r_01_舜天_平易化.xlsx,r_02_舜天_平易化.xlsx
名目的取締役,3,r_01_名目的取締役_平易化.xlsx,r_02_名目的取締役_平易化.xlsx
対数螺旋,4,r_01_対数螺旋_平易化.xlsx,r_02_対数螺旋_平易化.xlsx
イブン・スィーナー,2,r_01_イブン・スィーナー_平易化.xlsx,r_02_イブン・スィーナー_平易化.xlsx
インドの美術,7,r_01_インドの美術_平易化.xlsx,r_02_インドの美術_平易化.xlsx
綾羅木,2,r_01_綾羅木_平易化.xlsx,r_02_綾羅木_平易化.xlsx
ソコト帝国,2,r_01_ソコト帝国_平易化.xlsx,r_02_ソコト帝国_平易化.xlsx
薩摩藩の長崎商法,2,r_01_薩摩藩の長崎商法_平易化.xlsx,r_02_薩摩藩の長崎商法_平易化.xlsx
査読なんか怖くない?,4,r_01_査読なんか怖くない__平易化.xlsx,r_02_査読なんか怖くない__平易化.xlsx
六甲トンネル,5,r_01_六甲トンネル_平易化.xlsx,r_02_六甲トンネル_平易化.xlsx
若栃,2,r_01_若栃_平易化.xlsx,r_02_若栃_平易化.xlsx
ペーローズ1世,2,r_01_ペーローズ1世_平易化.xlsx,r_02_ペーローズ1世_平易化.xlsx
ピアソン夫妻,1,r_01_ピアソン夫妻_平易化.xlsx,r_02_ピアソン夫妻_平易化.xlsx
桂正和,7,s_01_桂正和_平易化.xlsx,s_02_桂正和.xlsx
名鉄モ3350形電車 (初代),5,r_01_名鉄モ3350形電車 (初代)_平易化.xlsx,r_02_名鉄モ3350形電車 (初代)_平易化.xlsx
下甑島,2,r_01_下甑島_平易化.xlsx,r_02_下甑島_平易化.xlsx
ブルーインパルス,3,r_01_ブルーインパルス_平易化.xlsx,r_02_ブルーインパルス_平易化.xlsx
ケイドロ,7,r_01_ケイドロ_平易化.xlsx,r_02_ケイドロ_平易化.xlsx
竹一船団,2,r_01_竹一船団_平易化.xlsx,r_02_竹一船団_平易化.xlsx
ムハンマド・ブン・トゥグジュ,2,r_01_ムハンマド・ブン・トゥグジュ_平易化.xlsx,r_02_ムハンマド・ブン・トゥグジュ_平易化.xlsx
市営基町高層アパート,5,r_01_市営基町高層アパート_平易化.xlsx,r_02_市営基町高層アパート_平易化.xlsx
ぱいどん,7,r_01_ぱいどん_平易化.xlsx,r_02_ぱいどん_平易化.xlsx
タタールのくびき,2,r_01_タタールのくびき_平易化.xlsx,r_02_タタールのくびき_平易化.xlsx
静岡市立御幸町図書館,0,r_01_静岡市立御幸町図書館_平易化.xlsx,r_02_静岡市立御幸町図書館_平易化.xlsx
ルワンダ虐殺,2,r_01_ルワンダ虐殺_平易化.xlsx,r_02_ルワンダ虐殺_平易化.xlsx
月 (暦),4,r_01_月 (暦)_平易化.xlsx,r_02_月 (暦)_平易化.xlsx
JUNE (雑誌),9,r_01_JUNE (雑誌)_平易化.xlsx,r_02_JUNE (雑誌)_平易化.xlsx
満洲民族,3,r_01_満洲民族_平易化.xlsx,r_02_満洲民族_平易化.xlsx
エルヴィン・ロンメル,2,r_01_エルヴィン・ロンメル_平易化.xlsx,r_02_エルヴィン・ロンメル_平易化.xlsx
名鉄5000系電車 (初代),5,r_01_名鉄5000系電車 (初代)_平易化.xlsx,r_02_名鉄5000系電車 (初代)_平易化.xlsx
レンブラント・ファン・レイン,7,r_01_レンブラント・ファン・レイン_平易化.xlsx,r_02_レンブラント・ファン・レイン_平易化.xlsx
デング熱,4,r_01_デング熱_平易化.xlsx,r_02_デング熱_平易化.xlsx
バンカーヒルの戦い,2,r_01_バンカーヒルの戦い_平易化.xlsx,r_02_バンカーヒルの戦い_平易化.xlsx
深海魚,4,s_01_深海魚_平易化.xlsx,s_02_深海魚.xlsx
茨城電気 (1931-1942),5,r_01_茨城電気 (1931-1942)_平易化.xlsx,r_02_茨城電気 (1931-1942)_平易化.xlsx
呉工廠排球チーム,7,r_01_呉工廠排球チーム_平易化.xlsx,r_02_呉工廠排球チーム_平易化.xlsx
剣闘士,2,r_01_剣闘士_平易化.xlsx,r_02_剣闘士_平易化.xlsx
平成26年8月豪雨による広島市の土砂災害,3,r_01_平成26年8月豪雨による広島市の土砂災害_平易化.xlsx,r_02_平成26年8月豪雨による広島市の土砂災害_平易化.xlsx
樋越川,2,r_01_樋越川_平易化.xlsx,r_02_樋越川_平易化.xlsx
経度の歴史,4,r_01_経度の歴史_平易化.xlsx,r_02_経度の歴史_平易化.xlsx
アマミサソリモドキ,4,r_01_アマミサソリモドキ_平易化.xlsx,r_02_アマミサソリモドキ_平易化.xlsx
佐美長神社,1,r_01_佐美長神社_平易化.xlsx,r_02_佐美長神社_平易化.xlsx
ラファイエット,2,r_01_ラファイエット_平易化.xlsx,r_02_ラファイエット_平易化.xlsx
坊津町久志,2,r_01_坊津町久志_平易化.xlsx,r_02_坊津町久志_平易化.xlsx
南硫黄島原生自然環境保全地域,4,s_01_南硫黄島原生自然環境保全地域_平易化.xlsx,s_02_南硫黄島原生自然環境保全地域.xlsx
カードの切り方が人生だ,6,r_01_カードの切り方が人生だ_平易化.xlsx,r_02_カードの切り方が人生だ_平易化.xlsx
リバーサイド教会,1,r_01_リバーサイド教会_平易化.xlsx,r_02_リバーサイド教会_平易化.xlsx
ムハンマド・アリー・ジンナー,2,r_01_ムハンマド・アリー・ジンナー_平易化.xlsx,r_02_ムハンマド・アリー・ジンナー_平易化.xlsx
東武200系電車,5,r_01_東武200系電車_平易化.xlsx,r_02_東武200系電車_平易化.xlsx
楽々園遊園地,6,r_01_楽々園遊園地_平易化.xlsx,r_02_楽々園遊園地_平易化.xlsx
ポール・セザンヌ,7,r_01_ポール・セザンヌ_平易化.xlsx,r_02_ポール・セザンヌ_平易化.xlsx
市川一家4人殺害事件,3,r_01_市川一家4人殺害事件_平易化.xlsx,r_02_市川一家4人殺害事件_平易化.xlsx
ホウ素,4,r_01_ホウ素_平易化.xlsx,r_02_ホウ素_平易化.xlsx
補聴器の歴史,5,r_01_補聴器の歴史_平易化.xlsx,r_02_補聴器の歴史_平易化.xlsx
早川のビランジュ,4,r_01_早川のビランジュ_平易化.xlsx,r_02_早川のビランジュ_平易化.xlsx
美しく青きドナウ,7,r_01_美しく青きドナウ_平易化.xlsx,r_02_美しく青きドナウ_平易化.xlsx
醒井宿,2,r_01_醒井宿_平易化.xlsx,r_02_醒井宿_平易化.xlsx
重力波の初検出,4,r_01_重力波の初検出_平易化.xlsx,r_02_重力波の初検出_平易化.xlsx
小瀬川,2,r_01_小瀬川_平易化.xlsx,r_02_小瀬川_平易化.xlsx
アメリカ＝メキシコ国境,2,r_01_アメリカ＝メキシコ国境_平易化.xlsx,r_02_アメリカ＝メキシコ国境_平易化.xlsx
北陸線列車雪崩直撃事故,6,r_01_北陸線列車雪崩直撃事故_平易化.xlsx,r_02_北陸線列車雪崩直撃事故_平易化.xlsx
八百津発電所,5,r_01_八百津発電所_平易化.xlsx,r_02_八百津発電所_平易化.xlsx
童貞を殺す服,8,r_01_童貞を殺す服_平易化.xlsx,r_02_童貞を殺す服_平易化.xlsx
バイカル湖,2,r_01_バイカル湖_平易化.xlsx,r_02_バイカル湖_平易化.xlsx
安政の大地震,4,r_01_安政の大地震_平易化.xlsx,r_02_安政の大地震_平易化.xlsx
世界遺産,7,s_01_世界遺産_平易化.xlsx,s_02_世界遺産.xlsx
先収会社,6,r_01_先収会社_平易化.xlsx,r_02_先収会社_平易化.xlsx
腕足動物,4,r_01_腕足動物_平易化.xlsx,r_02_腕足動物_平易化.xlsx
リンネ式階層分類体系,4,r_01_リンネ式階層分類体系_平易化.xlsx,r_02_リンネ式階層分類体系_平易化.xlsx
荒木飛呂彦,7,r_01_荒木飛呂彦_平易化.xlsx,r_02_荒木飛呂彦_平易化.xlsx
ハリファックス大爆発,2,r_01_ハリファックス大爆発_平易化.xlsx,r_02_ハリファックス大爆発_平易化.xlsx
人新世,4,r_01_人新世_平易化.xlsx,r_02_人新世_平易化.xlsx
国崎町,2,r_01_国崎町_平易化.xlsx,r_02_国崎町_平易化.xlsx
ユーゴスラビア王国,2,r_01_ユーゴスラビア王国_平易化.xlsx,r_02_ユーゴスラビア王国_平易化.xlsx
中川の箒スギ,4,r_01_中川の箒スギ_平易化.xlsx,r_02_中川の箒スギ_平易化.xlsx
水素,4,r_01_水素_平易化.xlsx,r_02_水素_平易化.xlsx
寧辺核施設,3,r_01_寧辺核施設_平易化.xlsx,r_02_寧辺核施設_平易化.xlsx
ウルム戦役,2,r_01_ウルム戦役_平易化.xlsx,r_02_ウルム戦役_平易化.xlsx
ロボジッツの戦い,2,r_01_ロボジッツの戦い_平易化.xlsx,r_02_ロボジッツの戦い_平易化.xlsx
ユスティニアヌス1世,2,r_01_ユスティニアヌス1世_平易化.xlsx,r_02_ユスティニアヌス1世_平易化.xlsx
三徳川,2,r_01_三徳川_平易化.xlsx,r_02_三徳川_平易化.xlsx
永浜宇平,2,r_01_永浜宇平_平易化.xlsx,r_02_永浜宇平_平易化.xlsx
アンネ・フランク,2,s_01_アンネ・フランク_平易化.xlsx,s_02_アンネ・フランク_平易化.xlsx
ギャンブル依存症,4,r_01_ギャンブル依存症_平易化.xlsx,r_02_ギャンブル依存症_平易化.xlsx
吉野 (鹿児島市),2,r_01_吉野 (鹿児島市)_平易化.xlsx,r_02_吉野 (鹿児島市)_平易化.xlsx
カンポンボーイ,7,r_01_カンポンボーイ_平易化.xlsx,r_02_カンポンボーイ_平易化.xlsx
ベリリウム,4,s_01_ベリリウム_平易化.xlsx,s_02_ベリリウム_平易化.xlsx
マックス・パーキンズ,9,r_01_マックス・パーキンズ_平易化.xlsx,r_02_マックス・パーキンズ_平易化.xlsx
シジミチョウ科,4,r_01_シジミチョウ科_平易化.xlsx,r_02_シジミチョウ科_平易化.xlsx
メートル,4,r_01_メートル_平易化.xlsx,r_02_メートル_平易化.xlsx
ポルトガルの歴史,2,r_01_ポルトガルの歴史_平易化.xlsx,r_02_ポルトガルの歴史_平易化.xlsx
マンスフィールド (オハイオ州),2,r_01_マンスフィールド (オハイオ州)_平易化.xlsx,r_02_マンスフィールド (オハイオ州)_平易化.xlsx
チプロフツィ,2,r_01_チプロフツィ_平易化.xlsx,r_02_チプロフツィ_平易化.xlsx
鶏頭の十四五本もありぬべし,9,r_01_鶏頭の十四五本もありぬべし_平易化.xlsx,r_02_鶏頭の十四五本もありぬべし_平易化.xlsx
Déraciné (ゲーム),7,r_01_Déraciné (ゲーム)_平易化.xlsx,r_02_Déraciné (ゲーム)_平易化.xlsx
徳川家康三方ヶ原戦役画像,7,r_01_徳川家康三方ヶ原戦役画像_平易化.xlsx,r_02_徳川家康三方ヶ原戦役画像_平易化.xlsx
カール・マルクス,2,r_01_カール・マルクス_平易化.xlsx,r_02_カール・マルクス_平易化.xlsx
指宿市立図書館,0,r_01_指宿市立図書館_平易化.xlsx,r_02_指宿市立図書館_平易化.xlsx
飛騨川流域一貫開発計画,5,r_01_飛騨川流域一貫開発計画_平易化.xlsx,r_02_飛騨川流域一貫開発計画_平易化.xlsx
平松のウツクシマツ自生地,4,r_01_平松のウツクシマツ自生地_平易化.xlsx,r_02_平松のウツクシマツ自生地_平易化.xlsx
志摩町和具,2,r_01_志摩町和具_平易化.xlsx,r_02_志摩町和具_平易化.xlsx
エドワード8世の退位,2,r_01_エドワード8世の退位_平易化.xlsx,r_02_エドワード8世の退位_平易化.xlsx
ヘルマン・ゲーリング,2,r_01_ヘルマン・ゲーリング_平易化.xlsx,r_02_ヘルマン・ゲーリング_平易化.xlsx
ニカラグア事件,2,r_01_ニカラグア事件_平易化.xlsx,r_02_ニカラグア事件_平易化.xlsx
半金属,4,r_01_半金属_平易化.xlsx,r_02_半金属_平易化.xlsx
清水局事件,3,r_01_清水局事件_平易化.xlsx,r_02_清水局事件_平易化.xlsx
列車,6,r_01_列車_平易化.xlsx,r_02_列車_平易化.xlsx
沼田鈴子,2,r_01_沼田鈴子_平易化.xlsx,r_02_沼田鈴子_平易化.xlsx
富田川のオオウナギ生息地,4,r_01_富田川のオオウナギ生息地_平易化.xlsx,r_02_富田川のオオウナギ生息地_平易化.xlsx
出口川のカドミウム汚染,2,r_01_出口川のカドミウム汚染_平易化.xlsx,r_02_出口川のカドミウム汚染_平易化.xlsx
神戸外国人居留地,2,s_01_神戸外国人居留地_平易化.xlsx,s_02_神戸外国人居留地.xlsx
チェーザレ・ボルジア,2,r_01_チェーザレ・ボルジア_平易化.xlsx,r_02_チェーザレ・ボルジア_平易化.xlsx
パウル・フォン・ヒンデンブルク,2,r_01_パウル・フォン・ヒンデンブルク_平易化.xlsx,r_02_パウル・フォン・ヒンデンブルク_平易化.xlsx
ギリシャ独立戦争,2,r_01_ギリシャ独立戦争_平易化.xlsx,r_02_ギリシャ独立戦争_平易化.xlsx
大沼 (赤城山),2,r_01_大沼 (赤城山)_平易化.xlsx,r_02_大沼 (赤城山)_平易化.xlsx
2008年北京オリンピックの自転車競技・男子個人ロードレース,7,r_01_2008年北京オリンピックの自転車競技・男子個人ロードレース_平易化.xlsx,r_02_2008年北京オリンピックの自転車競技・男子個人ロードレース_平易化.xlsx
木星,4,r_01_木星_平易化.xlsx,r_02_木星_平易化.xlsx
ペトロの手紙二,1,r_01_ペトロの手紙二_平易化.xlsx,r_02_ペトロの手紙二_平易化.xlsx
ケレス (準惑星),4,r_01_ケレス (準惑星)_平易化.xlsx,r_02_ケレス (準惑星)_平易化.xlsx
ヒルズボロの悲劇,7,r_01_ヒルズボロの悲劇_平易化.xlsx,r_02_ヒルズボロの悲劇_平易化.xlsx
ライナス・ポーリング,2,r_01_ライナス・ポーリング_平易化.xlsx,r_02_ライナス・ポーリング_平易化.xlsx
大阪電灯,5,r_01_大阪電灯_平易化.xlsx,r_02_大阪電灯_平易化.xlsx
スペインの地理,2,r_01_スペインの地理_平易化.xlsx,r_02_スペインの地理_平易化.xlsx
どんぐりころころ,7,r_01_どんぐりころころ_平易化.xlsx,r_02_どんぐりころころ_平易化.xlsx
ナチス・ドイツによるフランス占領,2,r_01_ナチス・ドイツによるフランス占領_平易化.xlsx,r_02_ナチス・ドイツによるフランス占領_平易化.xlsx
平安座島,2,r_01_平安座島_平易化.xlsx,r_02_平安座島_平易化.xlsx
夏のない年,4,r_01_夏のない年_平易化.xlsx,r_02_夏のない年_平易化.xlsx
ヒダハタケ,4,r_01_ヒダハタケ_平易化.xlsx,r_02_ヒダハタケ_平易化.xlsx
タンネンベルクの戦い (1410年),2,r_01_タンネンベルクの戦い (1410年)_平易化.xlsx,r_02_タンネンベルクの戦い (1410年)_平易化.xlsx
ミラノ風ドリア,6,r_01_ミラノ風ドリア_平易化.xlsx,r_02_ミラノ風ドリア_平易化.xlsx
木曽電気製鉄,5,r_01_木曽電気製鉄_平易化.xlsx,r_02_木曽電気製鉄_平易化.xlsx
トラジャ族,3,r_01_トラジャ族_平易化.xlsx,r_02_トラジャ族_平易化.xlsx
三津 (京丹後市),2,r_01_三津 (京丹後市)_平易化.xlsx,r_02_三津 (京丹後市)_平易化.xlsx
朝鮮の日本酒,5,r_01_朝鮮の日本酒_平易化.xlsx,r_02_朝鮮の日本酒_平易化.xlsx
岩窟の聖母,7,r_01_岩窟の聖母_平易化.xlsx,r_02_岩窟の聖母_平易化.xlsx
MONSTER GENERATiON,7,r_01_MONSTER GENERATiON_平易化.xlsx,r_02_MONSTER GENERATiON_平易化.xlsx
青森県新和村一家7人殺害事件,3,r_01_青森県新和村一家7人殺害事件_平易化.xlsx,r_02_青森県新和村一家7人殺害事件_平易化.xlsx
タンタル,4,r_01_タンタル_平易化.xlsx,r_02_タンタル_平易化.xlsx
新東名高速道路,5,r_01_新東名高速道路_平易化.xlsx,r_02_新東名高速道路_平易化.xlsx
名鉄3400系電車,5,s_01_名鉄3400系電車_平易化.xlsx,s_02_名鉄3400系電車.xlsx
Megacheira,4,r_01_Megacheira_平易化.xlsx,r_02_Megacheira_平易化.xlsx
地球の年齢,4,r_01_地球の年齢_平易化.xlsx,r_02_地球の年齢_平易化.xlsx
日本女子体育専門学校 (旧制),3,r_01_日本女子体育専門学校 (旧制)_平易化.xlsx,r_02_日本女子体育専門学校 (旧制)_平易化.xlsx
大西洋横断電信ケーブル,5,r_01_大西洋横断電信ケーブル_平易化.xlsx,r_02_大西洋横断電信ケーブル_平易化.xlsx
ロバート・ガスコイン＝セシル (第3代ソールズベリー侯),2,r_01_ロバート・ガスコイン＝セシル (第3代ソールズベリー侯)_平易化.xlsx,r_02_ロバート・ガスコイン＝セシル (第3代ソールズベリー侯)_平易化.xlsx
ふらんす,8,r_01_ふらんす_平易化.xlsx,r_02_ふらんす_平易化.xlsx
下淀川橋梁,5,r_01_下淀川橋梁_平易化.xlsx,r_02_下淀川橋梁_平易化.xlsx
平 (京丹後市),2,r_01_平 (京丹後市)_平易化.xlsx,r_02_平 (京丹後市)_平易化.xlsx
松戸競馬場,7,r_01_松戸競馬場_平易化.xlsx,r_02_松戸競馬場_平易化.xlsx
バリ島,2,s_01_バリ島_平易化.xlsx,s_02_バリ島_平易化.xlsx
セントラル・パーク管理委員会,3,r_01_セントラル・パーク管理委員会_平易化.xlsx,r_02_セントラル・パーク管理委員会_平易化.xlsx
ナゴルノ・カラバフ自治州,2,r_01_ナゴルノ・カラバフ自治州_平易化.xlsx,r_02_ナゴルノ・カラバフ自治州_平易化.xlsx
上皮成長因子受容体,4,r_01_上皮成長因子受容体_平易化.xlsx,r_02_上皮成長因子受容体_平易化.xlsx
伊佐須美神社,1,r_01_伊佐須美神社_平易化.xlsx,r_02_伊佐須美神社_平易化.xlsx
姫路城,5,s_01_姫路城_平易化.xlsx,s_02_姫路城.xlsx
宮沢賢治,9,r_01_宮沢賢治_平易化.xlsx,r_02_宮沢賢治_平易化.xlsx
木村修治,2,r_01_木村修治_平易化.xlsx,r_02_木村修治_平易化.xlsx
測定,4,r_01_測定_平易化.xlsx,r_02_測定_平易化.xlsx
安城市図書情報館,0,r_01_安城市図書情報館_平易化.xlsx,r_02_安城市図書情報館_平易化.xlsx
世紀末ウィーン,2,r_01_世紀末ウィーン_平易化.xlsx,r_02_世紀末ウィーン_平易化.xlsx
受粉,4,r_01_受粉_平易化.xlsx,r_02_受粉_平易化.xlsx
鎌倉仏教,1,r_01_鎌倉仏教_平易化.xlsx,r_02_鎌倉仏教_平易化.xlsx
エドワード・スミス＝スタンリー (第14代ダービー伯爵),2,r_01_エドワード・スミス＝スタンリー (第14代ダービー伯爵)_平易化.xlsx,r_02_エドワード・スミス＝スタンリー (第14代ダービー伯爵)_平易化.xlsx
澱川橋梁,5,r_01_澱川橋梁_平易化.xlsx,r_02_澱川橋梁_平易化.xlsx
天洋丸級貨客船,5,r_01_天洋丸級貨客船_平易化.xlsx,r_02_天洋丸級貨客船_平易化.xlsx
貿易史,6,r_01_貿易史_平易化.xlsx,r_02_貿易史_平易化.xlsx
広島電鉄2500形電車,5,r_01_広島電鉄2500形電車_平易化.xlsx,r_02_広島電鉄2500形電車_平易化.xlsx
カジキ,4,r_01_カジキ_平易化.xlsx,r_02_カジキ_平易化.xlsx
ジョン・ステュアート (第3代ビュート伯),2,r_01_ジョン・ステュアート (第3代ビュート伯)_平易化.xlsx,r_02_ジョン・ステュアート (第3代ビュート伯)_平易化.xlsx
ふたりのイーダ,9,r_01_ふたりのイーダ_平易化.xlsx,r_02_ふたりのイーダ_平易化.xlsx
日の丸弁当,5,r_01_日の丸弁当_平易化.xlsx,r_02_日の丸弁当_平易化.xlsx
別府3億円保険金殺人事件,3,r_01_別府3億円保険金殺人事件_平易化.xlsx,r_02_別府3億円保険金殺人事件_平易化.xlsx
和田カツ,2,r_01_和田カツ_平易化.xlsx,r_02_和田カツ_平易化.xlsx
付加体,4,r_01_付加体_平易化.xlsx,r_02_付加体_平易化.xlsx
馬蹄形軌道,4,r_01_馬蹄形軌道_平易化.xlsx,r_02_馬蹄形軌道_平易化.xlsx
月世界旅行 (映画),7,r_01_月世界旅行 (映画)_平易化.xlsx,r_02_月世界旅行 (映画)_平易化.xlsx
九州送電,5,r_01_九州送電_平易化.xlsx,r_02_九州送電_平易化.xlsx
焼戻し,5,r_01_焼戻し_平易化.xlsx,r_02_焼戻し_平易化.xlsx
美濃の壺石,4,r_01_美濃の壺石_平易化.xlsx,r_02_美濃の壺石_平易化.xlsx
門司区,2,r_01_門司区_平易化.xlsx,r_02_門司区_平易化.xlsx
